title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
Large and Small Balls,"$1,456,040","$814,680","$1,222,020",Signed and Titled,"19.76"" x 24.02""",1972,Oil / Canvas,20,"Christie's London, King Street",10/14/2007
"Metro, Petro, Neuro, Psycho","$1,182,300","$1,018,350","$1,425,690",Signed,"79.76"" x 46.06""",1998,Oil / Canvas,24,"Christie's London, King Street",10/14/2007
Averages,"$840,140","$814,680","$1,222,020",Signed and Titled,"32.01"" x 120.00""",1987,Acrylic / Canvas,25,"Christie's London, King Street",10/14/2007
The Teepees,-not sold-,"$712,850","$916,520",Signed,Dimensions not available,1987,Acrylic / Canvas,26,"Christie's London, King Street",10/14/2007
The Dish,-not sold-,"$203,670","$305,510",Signed,"40.16"" x 59.96""",1985,Acrylic / Paper,28,"Christie's London, King Street",10/14/2007
Southwestern Systems,"$814,310","$812,680","$1,219,020",Signed on Reverse,"48.00"" x 84.00""",2004,Acrylic / Canvas,241,Phillips de Pury & Co. (see Phillips),10/13/2007
JELLY,"$1,000,550","$713,370","$917,190",Signed on Reverse,"20.47"" x 23.98""",1967,Oil / Canvas,24,"Sotheby's London, New Bond Street",10/12/2007
Suspended paper stained with iodine,"$162,620","$148,480","$190,900",Signed,"9.84"" x 27.17""",1971,"Gunpowder, pastel and iodine / Paper",46,"Bruun Rasmussen, Copenhagen",10/08/2007
Sheet stained with rose petal,"$169,690","$148,480","$190,900",Signed,"11.42"" x 29.13""",1973,Gunpowder and rose petal / Paper,47,"Bruun Rasmussen, Copenhagen",10/08/2007
F,"$40,000","$15,000","$20,000",Inscribed,"16.20"" x 21.50""",not given,Chewing tobacco / Paper,38,Sotheby's New York,09/12/2007
Thus,"$43,000","$15,000","$20,000",Signed,"8.00"" x 10.70""",2007,Oil / Canvas,43,Sotheby's New York,09/12/2007
O,"$11,880","$5,000","$7,000",Signed,"7.00"" x 5.00""",1992,Bleach on cloth bound book,227,Sotheby's New York,09/12/2007
From Reno to Norfolk,"$932,350","$697,270","$896,490",Signed on Reverse,"54.00"" x 120.00""",2000,Acrylic / Canvas,42,Phillips de Pury & Co. (see Phillips),06/22/2007
BE CAUTIOUS ELSE WE BANGIN ON YOU,"$83,670","$59,770","$79,690",Signed and Titled,"20.00"" x 16.00""",1997,dye and bleach on rayon mounted / Board,358,"Sotheby's London, New Bond Street",06/22/2007
EXIT,"$430,320","$159,380","$239,060",Signed and Titled,"30.00"" x 40.25""",1990,Acrylic / Paper,364,"Sotheby's London, New Bond Street",06/22/2007
"Pain Killers, Tranquilizers, Olive","$1,374,100","$794,280","$1,191,420",Signed on Overlap,"20.00"" x 24.00""",1969,Oil / Canvas,58,"Christie's London, King Street",06/20/2007
Spent,"$288,000","$80,000","$100,000",Signed Lower Left,"11.50"" x 29.00""",1971,Mixed Media / Paper,1209,Doyle New York,05/22/2007
Hope,"$420,000","$150,000","$200,000",Signed Lower Right,"60.13"" x 40.20""",1988,Acrylic / Paper,129,Phillips de Pury & Co. (see Phillips),05/18/2007
The Major and the Minor,-not sold-,"$500,000","$700,000",Signed on Reverse,"62.00"" x 90.00""",1982,Oil / Canvas,39,Phillips de Pury & Co. (see Phillips),05/17/2007
Poach,"$456,000","$200,000","$300,000",Inscribed and Signed,"14.20"" x 22.70""",1967,Mixed Media / Paper,101,"Christie's New York, Rockefeller Center",05/17/2007
Super Suds,"$144,000","$120,000","$180,000",Signed Lower Right,"10.88"" x 8.38""",1961,Mixed Media / Paper,102,"Christie's New York, Rockefeller Center",05/17/2007
"City, With Marbles","$992,000","$600,000","$800,000",Signed on Stretcher,"20.00"" x 24.00""",1969,Oil / Canvas,120,"Christie's New York, Rockefeller Center",05/17/2007
City #2,"$336,000","$150,000","$200,000",Signed Initials,"10.00"" x 8.00""",1967,Mixed Media / Paper,121,"Christie's New York, Rockefeller Center",05/17/2007
Mount Something-Or-Other,"$880,000","$600,000","$800,000",Signed on Reverse,"28.00"" x 48.00""",2004,Acrylic / Canvas,200,"Christie's New York, Rockefeller Center",05/17/2007
Dare,"$480,000","$150,000","$200,000",Signed on Reverse,"36.00"" x 40.00""",2001,Acrylic / Canvas,208,"Christie's New York, Rockefeller Center",05/17/2007
"Vowel #23 (O) July 5, 1996","$36,000","$30,000","$40,000",Unsigned,"10.50"" x 8.00""",1996,Acrylic / Paper,209,"Christie's New York, Rockefeller Center",05/17/2007
Dare #2,"$120,000","$30,000","$40,000",Signed Lower Right,"9.88"" x 11.50""",2001,Mixed Media / Paper,210,"Christie's New York, Rockefeller Center",05/17/2007
Turn Around,"$264,000","$150,000","$200,000",Signed Lower Right,"23.00"" x 29.00""",1979,Mixed Media / Paper,213,"Christie's New York, Rockefeller Center",05/17/2007
Peeler,"$360,000","$200,000","$300,000",Signed Initials,"11.50"" x 29.00""",1972,Mixed Media / Paper,214,"Christie's New York, Rockefeller Center",05/17/2007
Dynamo,"$1,160,000","$1,000,000","$1,500,000",Signed on Reverse,"59.20"" x 145.70""",1986,Oil / Canvas,66,"Christie's New York, Rockefeller Center",05/16/2007
SHOOTING STAR,"$540,000","$400,000","$600,000",Signed and Titled,"20.00"" x 159.00""",1980,Oil / Canvas,280,Sotheby's New York,05/16/2007
DORIC,"$360,000","$350,000","$450,000",Signed on Reverse,"54.00"" x 40.00""",1996,Acrylic / Canvas,301,Sotheby's New York,05/16/2007
BOXERS #4,"$156,000","$80,000","$120,000",Signed,"30.00"" x 40.25""",1998,Mixed Media / Paper,305,Sotheby's New York,05/16/2007
EUROPE,"$168,000","$100,000","$150,000",Signed on Reverse,"10.50"" x 16.50""",1989,Acrylic / Linen,306,Sotheby's New York,05/16/2007
SIZEABLE,"$390,000","$150,000","$200,000",Signed,"60.00"" x 40.25""",1985,Mixed Media / Paper,314,Sotheby's New York,05/16/2007
STATISTICAL SIGNIFICANCE,"$114,000","$90,000","$120,000",Signed,"23.00"" x 29.00""",1981,Chalk / Paper,348,Sotheby's New York,05/16/2007
Forgotten Landing Zone,"$144,000","$120,000","$180,000",Signed Lower Right,"23.00"" x 29.00""",not given,Paper,266,"Christie's New York, Rockefeller Center",02/28/2007
El Paso to Miami,"$141,570","$98,310","$137,630",Signed on Reverse,"19.88"" x 24.00""",2000,Acrylic / Canvas,114,"Christie's London, King Street",02/09/2007
Mercy,"$193,470","$68,820","$88,480",Signed Initials,"11.50"" x 29.00""",1972,Mixed Media / Paper,230,"Christie's London, King Street",02/09/2007
Here and Now,"$1,249,290","$982,150","$1,375,010",Signed on Stretcher,"72.00"" x 72.00""",1997,Acrylic / Canvas,29,"Sotheby's London, New Bond Street",02/07/2007
Electra,-not sold-,"$120,000","$150,000",Signed on Reverse,"20.00"" x 16.00""",1995,Acrylic / Linen,132,Wright,11/21/2006
No Mercy,"$84,000","$70,000","$90,000",Signed on Reverse,"24.00"" x 19.00""",1997,Acrylic / Linen,233a,Phillips de Pury & Co. (see Phillips),11/17/2006
Spoil,"$441,600","$200,000","$300,000",Signed Lower Left,"11.50"" x 29.00""",1971,Mixed Media / Paper,164,"Christie's New York, Rockefeller Center",11/16/2006
Miniature America,"$576,000","$350,000","$550,000",Signed Lower Right,"58.50"" x 38.70""",1982,Oil / Paper,165,"Christie's New York, Rockefeller Center",11/16/2006
Whose Needs,"$204,000","$100,000","$150,000",Signed Initials,"23.00"" x 29.00""",1986,Acrylic / Paper,235,"Christie's New York, Rockefeller Center",11/16/2006
Still (For Clyfford Still),"$240,000","$200,000","$300,000",Signed Lower Right,"40.00"" x 60.00""",1986,Mixed Media / Paper,246,"Christie's New York, Rockefeller Center",11/16/2006
O,-not sold-,"$8,000","$12,000",Signed,"7.00"" x 5.00""",1992,Mixed Media,263,Sotheby's New York,11/16/2006
Japan is America,"$114,000","$40,000","$60,000",Signed Lower Right,"23.00"" x 29.00""",1982,Pastel / Paper,275,"Christie's New York, Rockefeller Center",11/16/2006
Our Flag,-not sold-,"$3,500,000","$4,500,000",Signed on Reverse,"54.00"" x 120.00""",1987,Oil / Canvas,34,"Christie's New York, Rockefeller Center",11/15/2006
More Poison,"$96,000","$100,000","$150,000",Signed,"22.50"" x 30.00""",1984,Oil / Paper,114,Sotheby's New York,11/15/2006
Hot Folded Sheet,"$307,200","$120,000","$180,000",Signed,"23.00"" x 29.00""",1973,Mixed Media / Paper,242,Sotheby's New York,11/15/2006
Sea of Desire,"$240,000","$80,000","$120,000",Signed,"30.00"" x 40.00""",1990,Acrylic / Paper,267,Sotheby's New York,11/15/2006
"Bird, Buffalo, Study #1",-not sold-,"$125,000","$175,000",Signed on Reverse,"8.20"" x 35.20""",1995,Acrylic / Canvas,269,Sotheby's New York,11/15/2006
So,"$102,000","$40,000","$60,000",Signed,"20.00"" x 30.00""",1990,Acrylic / Paper,308,Sotheby's New York,11/15/2006
"Vine, Hollywood, Van Ness","$96,000","$80,000","$100,000",Signed,"18.00"" x 22.00""",2001,Acrylic / Linen,312,Sotheby's New York,11/15/2006
Mysteries,"$296,000","$150,000","$200,000",Signed,"39.50"" x 59.50""",1985,Acrylic / Paper,313,Sotheby's New York,11/15/2006
Little Snitches Like You End up In Dumpsters All Across Town,"$78,000","$50,000","$70,000",Signed on Reverse,"20.00"" x 16.00""",1997,Acrylic / Cloth,73,"Christie's New York, Rockefeller Center",09/13/2006
The Joshua,"$262,400","$120,000","$180,000",Signed on Reverse,"80.00"" x 46.10""",1987,Acrylic / Canvas,165,"Christie's New York, Rockefeller Center",09/13/2006
IF,"$839,910","$552,570","$736,760",Signed and Titled,"40.00"" x 72.05""",1995,Acrylic / Canvas,32,"Sotheby's London, New Bond Street",06/21/2006
Sheets,"$144,000","$80,000","$120,000",Signed on Reverse,"22.00"" x 28.50""",1973,Pencil / Paper,118,Phillips de Pury & Co. (see Phillips),05/12/2006
Three O'Clock,"$228,000","$50,000","$70,000",Signed Lower Right,"22.75"" x 28.75""",1975,Mixed Media / Paper,119,Phillips de Pury & Co. (see Phillips),05/12/2006
Fix,"$228,000","$150,000","$200,000",Signed Lower Right,"59.50"" x 39.50""",1988,Mixed Media / Paper,120,Phillips de Pury & Co. (see Phillips),05/12/2006
The Last Ray of Hope #2,"$192,000","$100,000","$150,000",Signed,"23.00"" x 29.00""",1982,Pastel / Paper,41,Phillips de Pury & Co. (see Phillips),05/11/2006
Fun,"$132,000","$65,000","$85,000",Signed Initials,"14.00"" x 11.00""",1963,Ink / Paper,185,Sotheby's New York,05/11/2006
Ribbons,"$380,000","$350,000","$450,000",Signed on Reverse,"20.00"" x 24.00""",1973,Oil / Canvas,224,Sotheby's New York,05/11/2006
"Metro, Petro, Neuro, Psycho","$1,136,000","$180,000","$250,000",Signed,"42.50"" x 56.50""",1989,Mixed Media / Paper,276,Sotheby's New York,05/11/2006
The End #15,"$144,000","$70,000","$100,000",Signed,"24.10"" x 30.00""",1993,Acrylic / Paper,304,Sotheby's New York,05/11/2006
Phoenix to Boston,"$132,000","$80,000","$120,000",Signed on Reverse,"24.00"" x 19.70""",2000,Acrylic / Linen,313,Sotheby's New York,05/11/2006
"Hell, Heaven","$1,248,000","$600,000","$800,000",Signed on Reverse,"72.00"" x 96.20""",1989,Acrylic / Canvas,188,"Christie's New York, Rockefeller Center",05/10/2006
Travel Agency,"$1,080,000","$700,000","$1,000,000",Signed on Reverse,"80.00"" x 116.00""",1983,Oil / Canvas,193,"Christie's New York, Rockefeller Center",05/10/2006
"Etc., Etc","$192,000","$70,000","$90,000",Signed on Reverse,"18.00"" x 19.00""",1992,Mixed Media / Canvas,262,"Christie's New York, Rockefeller Center",05/10/2006
Stunt People,"$108,000","$70,000","$90,000",Signed Lower Right,"20.00"" x 30.00""",1998,Mixed Media / Paper,269,"Christie's New York, Rockefeller Center",05/10/2006
Garden Vodka,"$284,800","$200,000","$300,000",Signed on Reverse,"84.00"" x 60.00""",1998,Acrylic / Canvas,521,"Christie's New York, Rockefeller Center",05/10/2006
Wind Blown Paper,"$183,250","$40,000","$60,000",Signed Lower Right,"14.00"" x 23.00""",1975,Mixed Media / Paper,2143,Bonhams California,04/30/2006
Hope,"$194,250","$50,000","$75,000",Signed Initials,"11.50"" x 29.00""",1972,Mixed Media / Paper,2144,Bonhams California,04/30/2006
Bolt #3,"$5,040","$2,000","$4,000",Signed Initials,"6.00"" x 3.00""",1998,Ink / Paperboard,52,"Christie's New York, Rockefeller Center",03/16/2006
PREPARATIONS,-not sold-,"$69,680","$104,520",Signed on Reverse,"11.14"" x 28.66""",1974,Pastel / Paper,235,"Sotheby's London, New Bond Street",02/10/2006
BLOCK PARTY,-not sold-,"$52,260","$69,680",Signed,"19.96"" x 20.08""",1991,dry pigment and acrylic / Cardboard,238,"Sotheby's London, New Bond Street",02/10/2006
Night,"$36,390","$24,810","$33,080",Signed and Dated,"14.57"" x 14.57""",1992,Acrylic,203,"Christie's London, King Street",02/09/2006
Colorfast?,"$72,000","$35,000","$45,000",Signed on Reverse,"7.70"" x 29.10""",1975,Mixed Media / Paper,365,Phillips de Pury & Co. (see Phillips),11/11/2005
The Eighties,"$385,600","$300,000","$400,000",Signed on Stretcher,"20.00"" x 159.00""",1980,Oil / Canvas,46,Phillips de Pury & Co. (see Phillips),11/10/2005
A Person Who is Very Nice,"$216,000","$150,000","$200,000",Signed and Titled,"65.36"" x 45.60""",1988,Mixed Media / Paper,205,Sotheby's New York,11/10/2005
You and Your Neighbors,"$576,000","$600,000","$800,000",Signed on Reverse,"54.00"" x 120.00""",1987,Acrylic / Canvas,37,Sotheby's New York,11/09/2005
The Joshua,-not sold-,"$200,000","$300,000",Signed on Reverse,"80.00"" x 46.15""",1987,Acrylic / Canvas,322,"Christie's New York, Rockefeller Center",11/09/2005
Beverly Hills,"$180,000","$80,000","$120,000",Signed Lower Right,"60.00"" x 40.00""",1988,Mixed Media / Board,356,"Christie's New York, Rockefeller Center",11/09/2005
Okay,"$144,000","$50,000","$70,000",Signed Lower Right,"54.00"" x 40.00""",1989,Acrylic / Board,357,"Christie's New York, Rockefeller Center",11/09/2005
Annual Report,"$174,000","$70,000","$90,000",Signed on Overlap,"24.00"" x 20.00""",2002,Acrylic / Linen,359,"Christie's New York, Rockefeller Center",11/09/2005
Study for Flag,"$180,000","$30,000","$40,000",Signed Lower Right,"5.15"" x 20.50""",1999,Mixed Media / Paper,361,"Christie's New York, Rockefeller Center",11/09/2005
Nerves,"$132,000","$70,000","$90,000",Signed Lower Right,"38.50"" x 58.00""",1985,Drybrush / Paper,362,"Christie's New York, Rockefeller Center",11/09/2005
Howl,"$120,000","$80,000","$100,000",Signed Lower Right,"46.00"" x 34.00""",1986,Mixed Media / Paper,363,"Christie's New York, Rockefeller Center",11/09/2005
Hollywood Study #3,"$553,600","$350,000","$450,000",Signed Lower Left,"12.20"" x 40.70""",1968,Mixed Media / Paper,67,"Christie's New York, Rockefeller Center",11/08/2005
Flag,"$1,584,000","$800,000","$1,200,000",Signed on Reverse,"37.70"" x 126.70""",1999,Acrylic / Canvas,69,"Christie's New York, Rockefeller Center",11/08/2005
Untitled (Grapes/Censor),"$35,250","$30,000","$40,000",Signed on Reverse,"10.00"" x 11.00""",1994,Acrylic / Linen,132,Bonhams California,11/06/2005
"Cliffs, bluffs and steamy lowlands","$107,500","$49,620","$66,160",Signed and Dated,"22.44"" x 28.35""",1977,Pastel / Paper,103,"Christie's London, King Street",06/24/2005
Pepper spots,"$69,460","$57,890","$74,430",Signed Initials,"11.81"" x 29.13""",1972,Pastel / Paper,217,"Christie's London, King Street",06/24/2005
KIDNEY BEANS ON GALVANISED STEEL,"$142,140","$51,020","$63,780",Signed,"13.98"" x 22.76""",1974,Mixed Media / Paper,138,"Sotheby's London, New Bond Street",06/23/2005
SENORITA,"$259,500","$91,120","$145,780",Signed and Dated,"59.25"" x 39.88""",not given,Mixed Media / Paper,139,"Sotheby's London, New Bond Street",06/23/2005
AVERAGES,"$834,120","$548,760","$731,680",Signed,"32.01"" x 120.00""",1987,Acrylic / Canvas,47,"Sotheby's London, New Bond Street",06/22/2005
It's Payback Time,"$54,000","$8,000","$12,000",Signed on Reverse,"17.00"" x 16.00""",1997,Acrylic / Linen,351,Phillips de Pury & Co. (see Phillips),05/13/2005
Made In The USA,"$240,000","$120,000","$180,000",Signed on Reverse,"22.70"" x 28.70""",1976,Mixed Media / Paper,33,Phillips de Pury & Co. (see Phillips),05/12/2005
Do Az I Do,"$464,000","$400,000","$600,000",Signed on Reverse,"55.00"" x 74.00""",1988,Acrylic / Canvas,270,"Christie's New York, Rockefeller Center",05/12/2005
Spinning of Z's,"$144,000","$60,000","$80,000",Signed,"40.00"" x 60.00""",1985,Mixed Media / Paper,286,"Christie's New York, Rockefeller Center",05/12/2005
Nice Destiny,"$144,000","$60,000","$80,000",Signed,"39.70"" x 60.00""",1989,Acrylic / Paper,287,"Christie's New York, Rockefeller Center",05/12/2005
Light (Part 1),"$520,000","$500,000","$700,000",Unsigned,"62.00"" x 139.00""",1989,Acrylic / Canvas,289,"Christie's New York, Rockefeller Center",05/12/2005
MIX,"$138,000","$40,000","$60,000",Signed,"40.00"" x 60.00""",1988,Mixed Media / Paper,302,"Christie's New York, Rockefeller Center",05/12/2005
Bunny,"$102,000","$60,000","$80,000",Signed,"46.00"" x 33.50""",1986,Acrylic / Paper,303,"Christie's New York, Rockefeller Center",05/12/2005
It's payback time,"$45,000","$8,000","$12,000",Signed and Dated,"17.00"" x 16.00""",1997,Acrylic,351,Phillips de Pury & Co. (see Phillips),05/12/2005
The Amazing Earth,"$800,000","$500,000","$700,000",Signed on Reverse,"64.00"" x 64.00""",1984,Oil / Canvas,76,"Christie's New York, Rockefeller Center",05/11/2005
Very True,"$96,000","$30,000","$40,000",Unsigned,"22.50"" x 30.00""",1973,Pastel / Paper,208,Sotheby's New York,05/11/2005
Mr. Innocent Bystander,"$114,000","$50,000","$70,000",Signed,"22.00"" x 28.00""",1984,Pastel / Paper,209,Sotheby's New York,05/11/2005
Face Shield,"$90,000","$50,000","$70,000",Unsigned,"11.10"" x 28.50""",1974,Watercolor / Paper,241,Sotheby's New York,05/11/2005
Mysteries,"$800,000","$700,000","$900,000",Signed on Reverse,"46.00"" x 80.00""",1988,Acrylic / Canvas,43,Sotheby's New York,05/10/2005
F(Pulling),"$21,150","$20,000","$30,000",Signed,"4.00"" x 5.50""",1993,Mixed Media / Paper,110,Bonhams California,05/01/2005
"F(Pulling), 1993","$21,150",n/a,n/a,Signed and Dated,"4.00"" x 5.50""",1993,Pastel  and pencil / Paper,110,Bonhams California,05/01/2005
"D, 2001","$15,280","$15,000","$20,000",Signed on Reverse,"6.50"" x 4.50""",2001,Mixed Media,111,Bonhams California,05/01/2005
"D, 2001","$15,280",n/a,n/a,Signed and Titled,"6.50"" x 4.50""",2001,bleach on cloth bound book in wood box / Cloth,111,Bonhams California,05/01/2005
Black Yes,"$120,000","$40,000","$60,000",Signed,"23.00"" x 29.00""",1983,Pencil / Paper,121,"Christie's New York, Rockefeller Center",03/15/2005
THIS IS IT,"$472,980","$334,660","$464,800",Signed and Titled,"36.02"" x 63.98""",1990,Acrylic / Canvas,32,"Sotheby's London, New Bond Street",02/10/2005
Me and The,-not sold-,"$1,800","$2,500",Unsigned,"5.20"" x 7.50"" x 2.10""",2002,Mixed Media,641,Phillips de Pury & Co. (see Phillips),12/13/2004
Days of the Week,"$366,400","$250,000","$350,000",Signed on Stretcher,"22.00"" x 80.00""",1979,Oil / Canvas,32,Phillips de Pury & Co. (see Phillips),11/11/2004
Fun,"$65,730","$70,000","$90,000",Signed Initials,"14.00"" x 11.00""",1963,Ink / Paper,140,"Christie's New York, Rockefeller Center",11/11/2004
Headlights are Similary to People's Eyes,"$71,700","$60,000","$80,000",Signed on Reverse,"14.00"" x 22.50""",1974,Pastel / Paper,165,"Christie's New York, Rockefeller Center",11/11/2004
Big Nox (Big Night),"$21,510","$20,000","$30,000",Signed,"14.50"" x 14.50""",1992,Acrylic / Paper,186,"Christie's New York, Rockefeller Center",11/11/2004
Statistical Significance,"$71,700","$30,000","$40,000",Signed,"23.00"" x 29.00""",1981,Chalk / Paper,187,"Christie's New York, Rockefeller Center",11/11/2004
Time Ago,"$410,700","$200,000","$300,000",Signed on Reverse,"60.00"" x 60.00""",1995,Acrylic / Canvas,203,"Christie's New York, Rockefeller Center",11/11/2004
Falling Cameras Rising Binoculars,"$107,550","$80,000","$120,000",Signed Initials,"40.00"" x 60.00""",1982,Acrylic / Paper,214,"Christie's New York, Rockefeller Center",11/11/2004
Zero Xero,"$107,550","$80,000","$120,000",Signed,"60.00"" x 40.00""",1982,Acrylic / Paper,218,"Christie's New York, Rockefeller Center",11/11/2004
Sunset Holloway,"$77,680","$50,000","$70,000",Signed,"40.20"" x 60.00""",1999,Acrylic / Board,219,"Christie's New York, Rockefeller Center",11/11/2004
Wild Cats of the World,"$769,100","$400,000","$600,000",Signed on Reverse,"64.00"" x 64.00""",1985,Oil / Canvas,7,"Christie's New York, Rockefeller Center",11/10/2004
Romance,"$1,127,500","$500,000","$700,000",Signed on Reverse,"54.70"" x 57.50""",1980,Oil / Canvas,47,"Christie's New York, Rockefeller Center",11/10/2004
Irresistible Singles Win Incredible Dates,"$903,500","$600,000","$800,000",Signed on Reverse,"84.00"" x 84.00""",1989,Oil / Canvas,54,"Christie's New York, Rockefeller Center",11/10/2004
Ford,-not sold-,"$80,000","$100,000",Signed,"18.50"" x 14.40""",1962,Pencil / Paper,162,Sotheby's New York,11/10/2004
Rooster,"$176,000","$70,000","$90,000",Signed,"15.50"" x 24.00""",1967,Mixed Media / Paper,163,Sotheby's New York,11/10/2004
Fleetwood,"$9,920","$9,920","$13,230",Inscribed and Signed,"11.81"" x 9.06""",2001,Acrylic / Card,248,"Sotheby's London, New Bond Street",06/24/2004
Kay-Eye-Double-S,"$293,600","$250,000","$350,000",Signed on Overlap,"22.00"" x 79.70""",1979,Oil / Canvas,29,Phillips de Pury & Co. (see Phillips),05/13/2004
Jelly,"$78,000","$50,000","$70,000",Signed,"14.00"" x 13.50""",1964,Ink / Paper,150,Sotheby's New York,05/13/2004
Vanish,"$102,000","$40,000","$60,000",Signed,"11.50"" x 29.00""",1972,Mixed Media / Paper,151,Sotheby's New York,05/13/2004
Exhibition of Sleepers,"$142,400","$70,000","$90,000",Signed,"40.20"" x 60.10""",1985,Acrylic / Paper,226,Sotheby's New York,05/13/2004
The Joshua,"$276,800","$200,000","$300,000",Signed on Reverse,"80.00"" x 46.00""",1987,Acrylic / Canvas,227,Sotheby's New York,05/13/2004
Polynesian Sickness,"$60,000","$50,000","$70,000",Signed,"21.00"" x 29.00""",1984,Oil / Paper,232,Sotheby's New York,05/13/2004
N NO,"$60,000","$50,000","$70,000",Signed on Reverse,"20.00"" x 24.00""",1993,Acrylic / Linen,249,Sotheby's New York,05/13/2004
Me,"$12,000","$8,000","$12,000",Signed,"7.70"" x 5.20"" x 1.30""",2001,Paper,252,Sotheby's New York,05/13/2004
Room,"$86,040","$40,000","$60,000",Signed,"11.50"" x 29.00""",1972,Mixed Media / Paper,163,"Christie's New York, Rockefeller Center",05/12/2004
Light,"$65,730","$35,000","$45,000",Unsigned,"17.20"" x 34.10""",1990,Mixed Media / Board,173,"Christie's New York, Rockefeller Center",05/12/2004
Brave Men,"$141,900","$120,000","$180,000",Signed,"60.00"" x 40.20""",1986,Acrylic / Paper,174,"Christie's New York, Rockefeller Center",05/12/2004
Polyester Hearts,"$175,500","$180,000","$250,000",Signed,"38.00"" x 38.00""",1990,Acrylic / Canvas,196,"Christie's New York, Rockefeller Center",05/12/2004
The Major and the Minor,"$141,900","$180,000","$220,000",Signed on Reverse,"62.00"" x 90.00""",1982,Oil / Canvas,198,"Christie's New York, Rockefeller Center",05/12/2004
News,"$623,500","$400,000","$600,000",Signed on Reverse,"96.00"" x 72.00""",1990,Acrylic / Canvas,4,"Christie's New York, Rockefeller Center",05/11/2004
Boulangerie,"$399,500","$200,000","$300,000",Signed,"9.80"" x 14.00""",1961,Oil / Paper,10,"Christie's New York, Rockefeller Center",05/11/2004
The Uncertain Trail,"$623,500","$400,000","$600,000",Signed on Stretcher,"47.00"" x 120.00""",1986,Acrylic / Canvas,33,"Christie's New York, Rockefeller Center",05/11/2004
Damage,"$3,591,500","$1,800,000","$2,500,000",Unavailable,"72.00"" x 67.00""",1964,Oil / Canvas,48,"Christie's New York, Rockefeller Center",05/11/2004
These are brave days,"$124,040","$82,700","$115,770",Signed and Dated,"39.76"" x 59.84""",1989,Gouache,180,"Christie's London, King Street",02/05/2004
Fats,"$62,850","$49,620","$66,160",Signed Initials,"11.42"" x 29.13""",1971,Pastel / Paper,183,"Christie's London, King Street",02/05/2004
Table,"$176,000","$150,000","$200,000",Signed on Reverse,"51.00"" x 66.00""",1996,Acrylic / Canvas,279,Sotheby's New York,11/13/2003
Pole,"$114,000","$50,000","$70,000",Signed,"60.10"" x 40.20""",1986,Acrylic / Paper,283,Sotheby's New York,11/13/2003
Not Only Securing The Last Letter But Damaging It As Well,"$1,912,000","$1,800,000","$2,200,000",Signed,"59.00"" x 55.00""",1964,Oil / Canvas,10,Sotheby's New York,11/12/2003
Truth,"$545,600","$450,000","$650,000",Signed on Reverse,"53.70"" x 60.20""",1973,Oil / Canvas,53,Sotheby's New York,11/12/2003
Styrene,"$74,090","$65,000","$85,000",Signed on Reverse,"22.70"" x 28.70""",1974,Mixed Media / Paper,337,"Christie's New York, Rockefeller Center",11/12/2003
"Toy, Plans, Parts, Wheels","$209,100","$200,000","$250,000",Signed on Reverse,"22.00"" x 80.00""",1982,Oil / Canvas,382,"Christie's New York, Rockefeller Center",11/12/2003
South to Sunset,"$53,780","$50,000","$70,000",Signed on Overlap,"16.00"" x 20.00""",1999,Acrylic / Canvas,391,"Christie's New York, Rockefeller Center",11/12/2003
Mint (Red),"$1,575,500","$1,200,000","$1,800,000",Signed on Reverse,"60.00"" x 55.00""",1968,Oil / Canvas,43,"Christie's New York, Rockefeller Center",11/11/2003
Name,"$769,100","$400,000","$600,000",Unsigned,"59.00"" x 145.50""",1987,Oil / Canvas,54,"Christie's New York, Rockefeller Center",11/11/2003
Venetian canal,"$2,943","$3,679","$4,415",Signed,"24.41"" x 18.90""",not given,Watercolor / Paper,531,"Ketterer Kunst, Hamburg",10/24/2003
Blankenese houses,"$1,471",n/a,n/a,Signed,"11.81"" x 15.75""",1952,Watercolor and pencil / Paper,532,"Ketterer Kunst, Hamburg",10/24/2003
Gray Black Skinny Sex,"$38,240","$15,000","$20,000",Unsigned,"23.10"" x 29.10""",1979,Pastel / Paper,93,"Christie's New York, Rockefeller Center",09/23/2003
Sheets with whisky stains,"$46,310","$24,810","$33,080",Signed and Dated,"14.17"" x 22.83""",1973,Watercolor and pencil / Paper,133,"Sotheby's London, New Bond Street",06/26/2003
Wolf,"$53,780","$50,000","$70,000",Signed,"9.70"" x 11.50""",1964,Mixed Media / Paper,129,"Christie's New York, Rockefeller Center",05/15/2003
The Dish,"$89,630","$30,000","$40,000",Signed,"40.00"" x 60.00""",1985,Acrylic / Paper,183,"Christie's New York, Rockefeller Center",05/15/2003
Era Ends,"$321,100","$200,000","$300,000",Signed on Reverse,"64.00"" x 64.00""",not given,Mixed Media / Canvas,17,"Christie's New York, Rockefeller Center",05/14/2003
Lemon Drops,-not sold-,"$200,000","$300,000",Signed,"11.20"" x 10.10""",1962,Mixed Media / Paper,47,"Christie's New York, Rockefeller Center",05/14/2003
Dynamo,"$27,000","$12,000","$18,000",Signed,"11.00"" x 15.00""",1989,Mixed Media / Paper,200,Sotheby's New York,05/14/2003
Me,"$9,600","$8,000","$12,000",Signed,"7.70"" x 5.20"" x 1.30""",2001,Paper Fabric,209,Sotheby's New York,05/14/2003
