title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
Soleil mouille,"$32,000",n/a,n/a,Signed and Dated,"8.00"" x 11.00""",1890,Watercolor and pencil / Paper,118,"Christie's New York, Rockefeller Center",11/10/1994
Les petites mendiantes,"$85,000",n/a,n/a,Signed Initials,"12.00"" x 9.00""",1890,Watercolor / Paper,130,"Christie's New York, Rockefeller Center",11/10/1994
Paysanne de dos,"$5,500",n/a,n/a,Stamped,"9.00"" x 7.00""",not given,Ink / Paper,180,"Christie's New York, Rockefeller Center",11/10/1994
Les coteaux de Thierceville,"$35,000",n/a,n/a,Signed,"7.00"" x 12.00""",1889,Pastel / Board,127,Sotheby's New York,11/09/1994
Etude pour La Fenaison,"$10,300",n/a,n/a,Stamped,"9.06"" x 14.17""",not given,Crayon / Paper,206,Francis Briest,11/04/1994
Gelee blanche,"$15,710",n/a,n/a,Inscribed and Signed,"5.12"" x 7.87""",not given,Watercolor and pencil / Paper,182,"Sotheby's London, New Bond Street",10/26/1994
Les Botteleurs,"$11,910",n/a,n/a,Signed Initials,"9.45"" x 12.20""",not given,Charcoal,183,"Sotheby's London, New Bond Street",10/26/1994
"Rouen, vue de Mt. Riboudet","$1,300",n/a,n/a,Stamped,"5.00"" x 7.00""",not given,Charcoal / Paper on board,2,"Sotheby's New York, Arcade",09/28/1994
Paysage - design for fan,"$4,300",n/a,n/a,Stamped,"9.00"" x 14.00""",not given,Ink / Paper,3,"Sotheby's New York, Arcade",09/28/1994
Etudes d'homme. Scene de rue,"$5,000",n/a,n/a,Stamped,"9.84"" x 8.66""",1854,Ink / Paper,127,Sotheby's Tel Aviv,09/27/1994
Paysannes,$792,n/a,n/a,Signed,"7.48"" x 10.63""",not given,Crayon / Paper,147,Jean Louis Picard,07/05/1994
Paysanne a la fourche,"$41,350",n/a,n/a,Stamped,"17.72"" x 11.81""",1901,Pastel / Paper,129,"Sotheby's London, New Bond Street",06/29/1994
Les debardeurs a Rouen,"$17,370",n/a,n/a,Signed and Dated,"9.06"" x 12.20""",1893,Charcoal,130,"Sotheby's London, New Bond Street",06/29/1994
"Le Troupeau de Moutons, Soleil Couchant","$140,580",n/a,n/a,Signed and Dated,"7.87"" x 24.41""",1889,Gouache / Silk,14,"Sotheby's London, New Bond Street",06/28/1994
Jeune negresse assise,"$34,730",n/a,n/a,Stamped,"11.42"" x 16.93""",1855,Charcoal,105,"Christie's London, King Street",06/28/1994
Paysanne assise. Etude d'Arbre - Montmorency,"$21,500",n/a,n/a,Signed Initials,"18.11"" x 24.02""",1881,Chalk,112,"Christie's London, King Street",06/28/1994
Portrait de Lucien,"$39,690",n/a,n/a,Signed Initials,"13.78"" x 10.63""",1874,Pastel / Paper,115,"Christie's London, King Street",06/28/1994
Jeune fille assise dans la Campagne,"$330,780",n/a,n/a,Signed Initials,"12.20"" x 18.50""",1882,Pastel / Paper,10,"Christie's London, King Street",06/27/1994
Le hameau,"$3,696",n/a,n/a,Stamped,"5.91"" x 9.45""",not given,Pencil / Paper,12,Ader Nordmann,06/27/1994
La glaneuse,"$5,790",n/a,n/a,Signed,"7.87"" x 7.87""",not given,Ceramic,21,"Christie's London, South Kensington",06/27/1994
"Feuille d'etude avec gardeuse d'oies, arbres et profils, autoportrait","$1,716",n/a,n/a,Signed Initials,"3.94"" x 5.51""",not given,Ink / Paper,31,Drouot Estimations,05/27/1994
Etudes de vaches,"$1,157",n/a,n/a,Signed Initials,"3.15"" x 5.12""",not given,Pencil / Paper,370,Sotheby's Colonade,05/25/1994
Les travailleurs aux champs,"$60,000",n/a,n/a,Signed,"11.00"" x 9.00""",1896,Watercolor and pencil / Paper on board,110,Sotheby's New York,05/12/1994
Une ferme a Montfoucault,"$16,000",n/a,n/a,Stamped,"12.00"" x 19.00""",1875,Charcoal,116,Sotheby's New York,05/12/1994
Ramasseuses de pommes,"$260,000",n/a,n/a,Signed and Dated,"10.24"" x 8.66""",1891,Gouache,2,Sotheby's New York,05/11/1994
Etude de pommiers a Eragny,"$62,000",n/a,n/a,Stamped,"8.00"" x 11.00""",1892,Pastel / Paper,115,"Christie's New York, Rockefeller Center",05/11/1994
Etude pour Faneuses a Eragny,"$32,000",n/a,n/a,Signed Initials,"19.00"" x 12.00""",1884,Pastel / Paper,116,"Christie's New York, Rockefeller Center",05/11/1994
La route de Pontoise d'Osny,"$21,000",n/a,n/a,Inscribed and Signed,"11.00"" x 9.00""",1883,Crayon / Paper,131,"Christie's New York, Rockefeller Center",05/11/1994
La Belle Zelie,"$1,800",n/a,n/a,Stamped,"5.00"" x 4.00""",1883,Paper / Board,402,"Christie's New York, Rockefeller Center",05/11/1994
Etude de travailleur,"$3,200",n/a,n/a,Stamped,"6.00"" x 4.00""",1895,Wash,404,"Christie's New York, Rockefeller Center",05/11/1994
Etude de femmes. Etude de vache,"$3,500",n/a,n/a,Stamped,"4.00"" x 7.00""",1895,Pencil / Paper,1,"Christie's New York, ""East""",05/09/1994
Etude de femmes. Route d'Enghien,"$3,500",n/a,n/a,Stamped,"8.27"" x 12.99""",1855,Pencil / Paper,1,"Christie's New York, ""East""",02/23/1994
Two women,"$2,500",n/a,n/a,Stamped,"7.09"" x 7.87""",not given,Ink / Paper,63,Doyle New York,01/12/1994
Les sarcleurs,"$112,200",n/a,n/a,Signed and Dated,"8.27"" x 11.81""",1882,Gouache / Card,13,"Audap, Solanet & Godeau-Velliet",12/17/1993
Lingeres pres du pont,"$8,270",n/a,n/a,Signed Initials,"6.69"" x 5.51""",not given,Ink / Paper,100,"Sotheby's London, New Bond Street",12/01/1993
Laveuses au bord de l'Oise a Pontoise,"$119,080",n/a,n/a,Signed,"9.45"" x 20.87""",1880,Gouache / Silk,44,"Sotheby's London, New Bond Street",11/30/1993
Portrait de Ludovic Rodo Pissarro,"$21,500",n/a,n/a,Signed Initials,"9.45"" x 8.66""",1880,Pastel / Paper,112,"Christie's London, King Street",11/30/1993
Venezuelienne assise,"$1,122",n/a,n/a,unknown,"7.87"" x 11.02""",not given,Charcoal,70,Eric Pillon,11/14/1993
Harvesters. Woman,"$2,000",n/a,n/a,Stamped,"5.00"" x 3.00""",not given,Pencil / Paper,87,Doyle New York,11/10/1993
Femme au chapeau. Geraniums,"$2,500",n/a,n/a,unknown,"12.00"" x 8.00""",not given,Pencil / Paper,3656,Bonhams California,11/09/1993
Le port de La Guaira,"$20,000",n/a,n/a,unknown,"15.00"" x 22.00""",not given,Wash,102,"Christie's New York, Rockefeller Center",11/03/1993
Le port de La Guaira,"$24,000",n/a,n/a,Signed Initials,"15.00"" x 21.00""",not given,Paper,103,"Christie's New York, Rockefeller Center",11/03/1993
Enfant dessinant,"$12,000",n/a,n/a,Stamped,"8.00"" x 6.00""",not given,Crayon / Paper,113,"Christie's New York, Rockefeller Center",11/03/1993
Homme de dos,"$65,000",n/a,n/a,Signed Initials,"12.00"" x 9.00""",not given,Oil,121,"Christie's New York, Rockefeller Center",11/03/1993
Paysannes portant un panier,"$300,000",n/a,n/a,Signed and Dated,"13.39"" x 10.63""",1888,Gouache / Linen,2,"Christie's New York, Rockefeller Center",11/02/1993
Femme a l'ombrelle. Etudes divers,"$1,300",n/a,n/a,Stamped,"7.00"" x 4.00""",not given,Pencil / Paper,8,"Christie's New York, ""East""",11/02/1993
Vue de village,"$7,440",n/a,n/a,Stamped,"4.72"" x 7.87""",not given,Watercolor / Paper,20,"Sotheby's London, New Bond Street",10/13/1993
Canards au bord d'un etang. Paysannes au repos au bord d'un canal,"$14,890",n/a,n/a,Signed and Dated,"9.06"" x 14.17""",1889,Watercolor and pencil / Paper,33,"Sotheby's London, New Bond Street",10/13/1993
Femmes coupant l'herbe,"$16,540",n/a,n/a,Signed Initials,"7.09"" x 5.12""",1893,Watercolor / Paper,34,"Sotheby's London, New Bond Street",10/13/1993
Le marche a gisors,"$13,560",n/a,n/a,Signed Initials,"7.48"" x 6.30""",not given,Watercolor / Paper,35,"Sotheby's London, New Bond Street",10/13/1993
Catouche-Caracas. Le Marche a Caracas,"$7,440",n/a,n/a,Signed Initials,"9.45"" x 11.81""",1852,Ink / Paper,129,"Christie's London, King Street",07/16/1993
"Giverny, rue des Arguillieres","$2,200",n/a,n/a,Stamped,"3.00"" x 6.00""",not given,Charcoal,4,"Sotheby's New York, Arcade",06/30/1993
Scene de marche,"$2,376",n/a,n/a,Signed Initials,"5.12"" x 3.15""",not given,Wash,16,Ader Nordmann,06/23/1993
La sieste au champ,"$145,540",n/a,n/a,Signed and Dated,"12.99"" x 26.38""",1893,Gouache / Silk,17,"Sotheby's London, New Bond Street",06/22/1993
Rencontre de paysans,"$44,660",n/a,n/a,Signed,"3.94"" x 5.12""",not given,Gouache,110,"Christie's London, King Street",06/22/1993
Paysannes,"$4,134",n/a,n/a,Signed Initials,"5.91"" x 3.54""",not given,Charcoal,4,"Christie's London, South Kensington",06/21/1993
Matin,"$27,090",n/a,n/a,Inscribed and Signed,"7.48"" x 9.45""",1831,Watercolor / Paper,3045,"Galerie Koller, AG, Zurich",06/18/1993
Trois paysannes aux champs,"$82,250",n/a,n/a,Signed,"8.27"" x 6.69""",1890,Gouache,3064,"Galerie Koller, AG, Zurich",06/18/1993
Gardeuse de vaches,"$77,220",n/a,n/a,Inscribed and Signed,"11.02"" x 8.27""",1883,Gouache,7,Jean Louis Picard,06/14/1993
Rio de Maiquetia,"$15,000",n/a,n/a,Signed,"14.00"" x 7.00""",1852,Pencil / Paper,107,Sotheby's New York,05/18/1993
"La rue St. Vincent, Montmartre","$14,000",n/a,n/a,Stamped,"6.00"" x 9.00""",1860,Charcoal,120,Sotheby's New York,05/12/1993
Paysage a Eragny,"$3,696",n/a,n/a,Inscribed and Signed,"4.72"" x 6.69""",not given,Watercolor and ink / Paper,11,Guy Loudmer,04/07/1993
Marche a Pontoise,"$8,270",n/a,n/a,Signed Initials,"8.66"" x 6.69""",1895,Charcoal,3,"Sotheby's London, New Bond Street",03/24/1993
Deux femmes accroupis,"$4,630",n/a,n/a,Stamped,"4.33"" x 7.09""",not given,Watercolor and pencil / Paper,4,"Sotheby's London, New Bond Street",03/24/1993
Femme dans un Champ de Choux,"$4,300",n/a,n/a,Stamped,"9.06"" x 7.48""",1883,Crayon / Paper,5,"Sotheby's London, New Bond Street",03/24/1993
Woman gathering. Landscape,"$2,250",n/a,n/a,Stamped,"9.84"" x 11.81""",not given,Pencil / Paper,103,Grogan & Company,03/24/1993
Peasants walking through a village,"$2,900",n/a,n/a,Stamped,"6.00"" x 4.00""",not given,Wash,2,"Sotheby's New York, Arcade",02/26/1993
Paysane versant une cuvette,"$8,500",n/a,n/a,Stamped,"5.00"" x 4.00""",not given,Wash / Paper,14,Sotheby's New York,02/23/1993
Caracas et ses environs,"$33,000",n/a,n/a,Inscribed and Signed,Dimensions not available,1853,Pencil / Paper,57,Laurin Guilloux Buffetaud Tailleur,12/21/1992
La marchande ambulante,"$2,442",n/a,n/a,Signed Initials,"8.27"" x 11.42""",not given,Crayon / Paper,1,Catherine Charbonneaux,12/12/1992
Les deux paysannes,"$2,046",n/a,n/a,Signed Initials,"9.06"" x 6.30""",not given,Crayon / Paper,2,Catherine Charbonneaux,12/12/1992
La gardeuse de vaches,"$6,340",n/a,n/a,Signed Initials,"10.24"" x 7.09""",not given,Crayon / Paper,3,Catherine Charbonneaux,12/12/1992
Femmes portannt du foin sur une civiere,"$3,300",n/a,n/a,Signed,"6.30"" x 9.84""",not given,Crayon / Paper,5,Catherine Charbonneaux,12/12/1992
Femmes ramassant de l'herbe,"$5,280",n/a,n/a,Signed Initials,"9.06"" x 7.48""",not given,Charcoal,7,Catherine Charbonneaux,12/12/1992
Etude de personnages,"$1,518",n/a,n/a,Signed,"9.06"" x 10.63""",not given,Crayon / Paper,8,Catherine Charbonneaux,12/12/1992
Tete d'Antillaise et enfant buvant dans une tasse,"$2,904",n/a,n/a,Signed,"9.45"" x 6.69""",not given,Crayon / Paper,9,Catherine Charbonneaux,12/12/1992
La vachere,"$63,420",n/a,n/a,Inscribed and Signed,"12.20"" x 9.45""",1892,Gouache,4,Grisebach,11/27/1992
"Trois paysannes, deux agenouillees et une debout","$31,020",n/a,n/a,Signed,"8.27"" x 6.69""",not given,Gouache,14,Francis Briest,11/24/1992
Paysn au sarrau bleu,"$60,000",n/a,n/a,Stamped,"19.00"" x 13.00""",not given,Pastel / Board,108,"Christie's New York, Rockefeller Center",11/12/1992
Regents Park,"$35,000",n/a,n/a,Inscribed and Signed,"7.00"" x 10.00""",not given,Watercolor and pencil / Board,108,Sotheby's New York,11/11/1992
"Causerie dans les champs, Pontoise","$11,500",n/a,n/a,Signed Initials,"9.00"" x 7.00""",not given,Rice Paper / Paper,119,Sotheby's New York,11/11/1992
Paysanne au marche,"$10,500",n/a,n/a,Stamped,"9.00"" x 7.00""",not given,Crayon / Paper,120,Sotheby's New York,11/11/1992
Paysage avec deux paysannes a gauche,"$100,000",n/a,n/a,Signed,"11.00"" x 22.00""",1883,Gouache / Silk,120 a,Sotheby's New York,11/11/1992
Portobello Road,"$16,000",n/a,n/a,Inscribed and Signed,"7.00"" x 5.00""",not given,Watercolor and pencil / Paper,129,Sotheby's New York,11/11/1992
Trois paysannes,"$1,300",n/a,n/a,Stamped,"7.00"" x 9.00""",not given,Chalk,54,"Christie's New York, ""East""",11/10/1992
La recolte des pommes de terre,"$20,000",n/a,n/a,unknown,"8.00"" x 8.00""",not given,Porcelain,7,"Christie's New York, Rockefeller Center",10/08/1992
Paysnne gardant des cochons,"$8,500",n/a,n/a,Stamped,"7.00"" x 8.00""",not given,Watercolor / Paper,9,Sotheby's New York,10/05/1992
Paysanne,"$3,750",n/a,n/a,Stamped,"6.00"" x 4.00""",not given,Charcoal,14,Sotheby's New York,10/05/1992
Marche a la volaille,"$7,500",n/a,n/a,Stamped,"6.00"" x 4.00""",not given,Watercolor / Paper,29,Sotheby's New York,10/05/1992
Femme et deux enfants sur un banc,"$6,340",n/a,n/a,Signed,"6.69"" x 8.66""",not given,Watercolor / Paper,376,Kunsthaus Lempertz,06/03/1992
Paysanne sur un sentier,"$45,000",n/a,n/a,unknown,"3.15"" x 5.12""",not given,Watercolor and gouache / Paper,38,Sotheby's New York,05/13/1992
Meule a Eragny sur Epte,"$40,000",n/a,n/a,Inscribed and Signed,"9.06"" x 11.42""",not given,Watercolor / Paper on board,56,Sotheby's New York,05/13/1992
Au bord de l'eau,"$380,000",n/a,n/a,Signed and Dated,"13.78"" x 9.84""",1881,Gouache / Cardboard,113,"Christie's New York, Rockefeller Center",05/12/1992
Au marche,"$28,120",n/a,n/a,Stamped,"9.45"" x 7.48""",not given,Paper,2,"Sotheby's London, New Bond Street",03/25/1992
Seaman. Figures in the garden,"$4,000",n/a,n/a,Stamped,"3.94"" x 5.91""",not given,Pencil / Paper,54,Doyle New York,03/25/1992
Deux femmes. Woman and Harvesters,"$4,250",n/a,n/a,Stamped,Dimensions not available,not given,Pencil / Paper,55,Doyle New York,03/25/1992
Three paysannes. Woman in a landscape,"$4,000",n/a,n/a,Stamped,Dimensions not available,not given,Pencil / Paper,56,Doyle New York,03/25/1992
Paysage a la campagne,"$13,000",n/a,n/a,Stamped,"9.00"" x 13.00""",not given,Conte Crayon,9,Sotheby's New York,02/25/1992
Etude de jambes,$686,n/a,n/a,Stamped,"8.66"" x 3.94""",1852,Crayon / Paper,182,Deurbergue,02/03/1992
Portrait de femme,"$2,772",n/a,n/a,Signed Initials,"5.91"" x 4.72""",not given,Charcoal,78,Jean Louis Picard,11/13/1991
Pecheurs,"$2,112",n/a,n/a,unknown,"7.09"" x 11.81""",not given,Ink / Paper,79,Jean Louis Picard,11/13/1991
Deux paysannes,"$3,564",n/a,n/a,Signed Initials,"9.45"" x 9.06""",not given,Charcoal,85,Jean Louis Picard,11/13/1991
Paysage,"$42,500",n/a,n/a,Signed,"9.00"" x 12.00""",not given,Pastel / Paper on board,116,Sotheby's New York,11/07/1991
Paysage,"$35,000",n/a,n/a,Inscribed,"11.00"" x 9.00""",not given,Watercolor and pencil / Paper,117,Sotheby's New York,11/07/1991
Paysage d'Osny,"$23,150",n/a,n/a,Inscribed and Signed,"8.66"" x 11.42""",not given,Watercolor and pencil / Paper,3,"Sotheby's London, New Bond Street",10/16/1991
La promenade,"$7,610",n/a,n/a,Signed Initials,"6.69"" x 9.06""",not given,Watercolor and pencil / Paper,209,"Sotheby's London, New Bond Street",06/26/1991
"Enfant buvant cafe, a droite esquisse d'une tete de negresse","$3,960",n/a,n/a,unknown,"9.45"" x 6.69""",not given,Crayon / Paper,40,Binoche et Godeau,06/25/1991
Les blanchisseuses. Etude de chats,"$2,150",n/a,n/a,Stamped,"4.72"" x 7.87""",not given,Ink / Paper,10,"Christie's London, South Kensington",06/24/1991
Paysanne assise,"$52,800",n/a,n/a,Signed,"7.48"" x 5.91""",not given,Gouache / Card,5,Francis Briest,06/15/1991
Tete de paysanne,$800,n/a,n/a,Signed Initials,"6.00"" x 4.00""",not given,Paper,161,Grogan & Company,05/21/1991
Trois paysannes,"$40,000",n/a,n/a,Signed and Dated,"9.00"" x 12.00""",1890,Watercolor / Paper,110,"Christie's New York, Rockefeller Center",05/09/1991
Groupe de baigneuses,"$160,000",n/a,n/a,Signed,"9.00"" x 7.00""",not given,Gouache / Linen,4,"Christie's New York, Rockefeller Center",05/08/1991
Paysage a Londres,"$5,790",n/a,n/a,Signed,"5.12"" x 6.69""",not given,Watercolor and pencil / Paper,18,"Christie's London, King Street",03/19/1991
Femme nue s'essuyant le pied gauche,"$4,630",n/a,n/a,Signed Initials,"7.09"" x 5.51""",not given,Wash,24,"Christie's London, King Street",03/19/1991
Femme lavant du linge,"$4,134",n/a,n/a,Signed Initials,"5.91"" x 3.54""",not given,Watercolor and pencil / Paper,25,"Christie's London, King Street",03/19/1991
Femme cueillant des pissenlits,"$5,290",n/a,n/a,Signed Initials,"7.87"" x 5.91""",not given,Watercolor and pencil / Paper,27,"Christie's London, King Street",03/19/1991
Upper Thames Street,"$9,100",n/a,n/a,Signed Initials,"6.69"" x 5.12""",not given,Watercolor and pencil / Paper,32,"Christie's London, King Street",03/19/1991
Jeune femme assise dans un parc,"$29,040",n/a,n/a,Signed Initials,"11.42"" x 8.66""",not given,Watercolor / Paper,26,Ader Nordmann,03/16/1991
Paysage,"$11,000",n/a,n/a,Signed Initials,"6.00"" x 9.00""",not given,Watercolor and pencil / Paper,8,Sotheby's New York,02/15/1991
Le jardin,"$11,000",n/a,n/a,Stamped,"7.00"" x 5.00""",not given,Watercolor and pencil / Paper,9,Sotheby's New York,02/15/1991
La famille de l'artiste,"$11,000",n/a,n/a,Stamped,"9.00"" x 7.00""",not given,Paper / Paper on board,22,"Christie's New York, Rockefeller Center",02/14/1991
Le berger,"$7,500",n/a,n/a,Stamped,"7.00"" x 5.00""",not given,Charcoal,23,"Christie's New York, Rockefeller Center",02/14/1991
Woman upending wheelbarrow,"$4,750",n/a,n/a,Stamped,"7.00"" x 5.00""",not given,Ink / Paper,3,Sotheby's New York,02/12/1991
Man pushing wheelbarrow,"$3,750",n/a,n/a,Signed Initials,"5.00"" x 3.00""",not given,Chalk,4,Sotheby's New York,02/12/1991
Paysanne aux champs,"$48,840",n/a,n/a,Signed,"8.27"" x 6.30""",not given,Gouache,50,"Audap, Solanet & Godeau-Velliet",12/17/1990
Kero Garden,$726,n/a,n/a,Stamped,"4.72"" x 6.69""",not given,Crayon / Paper,7,French Auction House,12/05/1990
"London, St. Paul's cathedral","$46,310",n/a,n/a,Inscribed and Signed,"5.51"" x 7.09""",1890,Watercolor and pencil / Paper,4,"Christie's London, King Street",12/03/1990
Paysans avec une brouette,"$1,127",n/a,n/a,Signed Initials,"8.27"" x 5.12""",not given,Charcoal,1329,Waddington's,11/27/1990
Maisons en foret,"$10,560",n/a,n/a,Signed,"11.81"" x 9.84""",not given,Crayon / Paper,17,French Auction House,11/22/1990
Eragny,"$38,000",n/a,n/a,Inscribed and Signed,"5.12"" x 7.09""",1890,Watercolor and ink / Paper,112,"Christie's New York, Rockefeller Center",11/15/1990
Effet de soleil,"$24,000",n/a,n/a,Stamped,"9.00"" x 11.00""",not given,Watercolor and pencil / Paper,108,Sotheby's New York,11/14/1990
Le rouleau,$924,n/a,n/a,Signed Monogram,"7.09"" x 9.06""",not given,Charcoal,23,French Auction House,11/11/1990
Etudes d'homme. Scene de rue,"$4,300",n/a,n/a,Stamped,"9.84"" x 8.66""",1854,Ink / Paper,134,"Sotheby's London, New Bond Street",10/17/1990
Femme sur ane,"$3,000",n/a,n/a,Stamped,"8.00"" x 5.00""",not given,Paper,8,Sotheby's New York,10/10/1990
Le marche a Dieppe,"$4,250",n/a,n/a,Stamped,"7.00"" x 5.00""",not given,Crayon / Paper,20,Sotheby's New York,10/03/1990
Marche a St Thomas,"$9,500",n/a,n/a,Stamped,"7.00"" x 10.00""",not given,Ink / Paper,21,Sotheby's New York,10/03/1990
La Varenne Saint-Hilaire vue de Champigny. Etude d'arbres et personnages,"$7,610",n/a,n/a,Signed,"8.66"" x 11.42""",not given,Charcoal,20,Phillips de Pury & Co. (see Phillips),06/27/1990
Kew Gardens,"$26,460",n/a,n/a,Stamped,"8.27"" x 7.09""",1892,Watercolor / Paper,101,"Christie's London, King Street",06/26/1990
Les debardeurs a Rouen,"$42,570",n/a,n/a,Signed,"9.06"" x 12.20""",1896,Charcoal,119,Galerie Kornfeld and Cie,06/20/1990
Personnages dans un paysage,"$5,280",n/a,n/a,Stamped,"8.66"" x 11.02""",not given,Crayon / Paper,13,Arcole,06/19/1990
"Rouen, bateaux a quai sur la Seine","$33,000",n/a,n/a,Signed,"8.27"" x 11.02""",not given,Watercolor / Paper,7,Ader Nordmann,06/15/1990
Etudes de paysannes,"$6,620",n/a,n/a,Signed Initials,"7.09"" x 4.72""",not given,Watercolor / Paper,9,"Christie's London, King Street",05/24/1990
Eragny,"$20,000",n/a,n/a,Signed and Dated,"7.00"" x 10.00""",1890,Watercolor and pencil / Paper on board,123,Sotheby's New York,05/17/1990
Deux paysannes causant,"$62,850",n/a,n/a,Signed Initials,"5.91"" x 4.72""",not given,Watercolor and pencil / Paper,9 a,Phillips de Pury & Co. (see Phillips),04/04/1990
Berger et bergere a la barriere,"$110,810",n/a,n/a,Stamped,"7.09"" x 21.26""",not given,Gouache,107,"Sotheby's London, New Bond Street",04/04/1990
Fenaison a Eragny,"$595,400",n/a,n/a,Stamped,"14.17"" x 22.83""",not given,Tempera / Paper,11,"Sotheby's London, New Bond Street",04/03/1990
Femme assis tricotant,"$13,200",n/a,n/a,Signed,"11.02"" x 8.66""",not given,Charcoal,67,Dapsens,03/18/1990
Paysage. Village,"$4,000",n/a,n/a,Stamped,"5.00"" x 8.00""",not given,Pencil / Paper,32,Sotheby's New York,02/26/1990
Peasant woman peeling vegetables,"$2,100",n/a,n/a,Stamped,"6.00"" x 4.00""",not given,Pencil / Paper,2,Sotheby's New York,02/21/1990
Femmes lavant. Chat,"$1,320",n/a,n/a,Stamped,"4.33"" x 6.30""",not given,Pencil / Paper,124,Guy Loudmer,01/24/1990
Gorge at Caracus,"$2,646",n/a,n/a,Stamped,"9.06"" x 3.15""",not given,Ink / Paper,1827,Sotheby's Billingshurst,12/18/1989
"Paysage, la route de Chantmele","$7,130",n/a,n/a,Signed and Dated,"11.81"" x 17.72""",1859,Wash,1,Catherine Charbonneaux,12/17/1989
La foire de Saint-Martin a Pontoise,"$52,800",n/a,n/a,Signed,"5.91"" x 7.48""",not given,Watercolor / Paper,51,Cornette De Saint Cyr,12/15/1989
Le repas champetre,"$148,850",n/a,n/a,Stamped,"11.02"" x 21.65""",not given,Watercolor / Paper,404,"Sotheby's London, New Bond Street",11/29/1989
Les Seigles,"$51,270",n/a,n/a,Signed and Dated,"9.06"" x 11.81""",not given,Watercolor / Paper,416,"Sotheby's London, New Bond Street",11/29/1989
Couple amoureux assis au pied d'un saule,"$363,860",n/a,n/a,Signed and Dated,"8.27"" x 6.69""",1901,Gouache,422,"Sotheby's London, New Bond Street",11/29/1989
"Paysannes causant dans la cour d'une ferme, Eragny","$36,390",n/a,n/a,Signed,"11.42"" x 9.06""",not given,Charcoal,425,"Sotheby's London, New Bond Street",11/29/1989
Scene d'interieur a Caracas. Pesonnages,"$6,620",n/a,n/a,Signed Initials,"10.24"" x 7.48""",not given,Pencil / Paper,6,Phillips de Pury & Co. (see Phillips),11/27/1989
La vallee pres de Gisors,"$23,980",n/a,n/a,Signed Initials,"5.91"" x 9.84""",1885,Watercolor / Paper,8,Phillips de Pury & Co. (see Phillips),11/27/1989
Le four a pain,$660,n/a,n/a,Stamped,"7.09"" x 4.33""",not given,Crayon / Paper,83,French Auction House,11/27/1989
Fillette,"$11,880",n/a,n/a,Signed Initials,"11.02"" x 8.27""",not given,Charcoal,32,Ader Nordmann,11/22/1989
Etang de Montfoucault,"$132,000",n/a,n/a,Signed,"10.24"" x 14.57""",not given,Pastel / Panel,68,Guy Loudmer,11/19/1989
Hebecourt,"$23,760",n/a,n/a,Signed and Dated,"3.94"" x 7.87""",1890,Watercolor / Paper,3,Ader Nordmann,11/18/1989
Ramasseuse de fagots,"$99,000",n/a,n/a,Signed,"7.09"" x 5.12""",not given,Gouache,10,Ader Nordmann,11/18/1989
La locomotive,"$13,460",n/a,n/a,Stamped,"5.91"" x 8.27""",not given,Ink / Paper,12,Ader Nordmann,11/18/1989
Paysanne a la barriere,"$25,000",n/a,n/a,Stamped,"11.00"" x 8.00""",not given,Charcoal,102,Sotheby's New York,11/16/1989
Marche a la Volaille a Gisors,"$75,000",n/a,n/a,Signed,"12.00"" x 9.00""",not given,Charcoal,107,Sotheby's New York,11/16/1989
Paysans dans un champ,"$19,000",n/a,n/a,Signed Initials,"8.00"" x 5.00""",not given,Watercolor and ink / Paper,2,"Christie's New York, Rockefeller Center",11/13/1989
Vue de Rouen,"$2,772",n/a,n/a,Monogram,"4.72"" x 6.30""",not given,Pencil / Paper,540,Francis Briest,11/08/1989
Etude de femme vue de Dos,"$16,760",n/a,n/a,Signed Initials,"17.72"" x 11.42""",not given,Charcoal,336,Bukowski Stockholm,10/31/1989
Kew Gardens,"$16,540",n/a,n/a,Signed,"7.87"" x 6.69""",not given,Watercolor / Paper,7,"Sotheby's London, New Bond Street",10/25/1989
Baigneuse suspendue a une branche d'arbre,"$10,250",n/a,n/a,Signed Initials,"7.48"" x 4.33""",not given,Watercolor and pencil / Paper,156,"Sotheby's London, New Bond Street",10/25/1989
Paysanne assise,"$5,290",n/a,n/a,Stamped,"6.30"" x 4.72""",not given,Charcoal,446,"Christie's London, King Street",10/20/1989
Paysanne au fagot,"$5,790",n/a,n/a,Stamped,"4.72"" x 3.54""",not given,Ink / Paper,447,"Christie's London, King Street",10/20/1989
La Laveuse,"$1,000",n/a,n/a,Stamped,"4.00"" x 5.00""",not given,Pencil / Paper,573,Hindman Galleries,10/15/1989
Femme au puits,"$3,696",n/a,n/a,Stamped,"9.06"" x 7.48""",not given,Pencil / Paper,94,Cornette De Saint Cyr,10/11/1989
Paysanne assise,"$12,000",n/a,n/a,Signed Initials,"8.00"" x 5.00""",not given,Wash,15,Sotheby's New York,10/06/1989
Paysage,"$44,660",n/a,n/a,unknown,"11.02"" x 8.66""",not given,Watercolor and pencil / Paper,311,"Sotheby's London, New Bond Street",06/28/1989
Enfant dessinant,"$13,860",n/a,n/a,unknown,"8.27"" x 6.30""",not given,Crayon / Paper,5,Ader Nordmann,06/19/1989
Au bord de l'eau,"$501,600",n/a,n/a,Signed and Dated,"11.81"" x 8.27""",1881,Gouache / Card,9,Ader Nordmann,06/19/1989
